id,name,place_id,rating,user_ratings_total,website,phone,types,status
7098,"Hancock-Smith Pediatric & Behavioral Health, LLC",ChIJ60KSfxqx6IgRUrW1GKBPolc,3.7,3,http://hancocksmithpediatrics.com/,(386) 518-6006,"health,point_of_interest,establishment",success
5832,NEW CREATION HOMES AND SERVICES,ChIJxS7eoR6k6IgRwMdbtvqqFBI,5,1,,,"church,place_of_worship,point_of_interest,establishment",success
6066,UNIQUE CARING OPPORTUNITIES INC.,ChIJI9QubSO36IgRVgBgYPRxnIE,,,https://www.ucopportunities.com/,(386) 418-0103,"health,point_of_interest,establishment",success
6390,ANGELIC COMPANION SERVICES,,,,,,,not_found
9377,"Can Do Therapies, Inc",ChIJaW4JSUxx54gRViDYcyE0TNY,4.6,24,http://www.candotherapies.com/,(407) 865-5642,"health,point_of_interest,establishment",success
9505,"Dr. Daniel Komforti, PT, DPT",ChIJL0rIBJtmvKMR14kU2KUP6KI,5,299,https://www.corevaluesptorlando.com/,(646) 753-3106,"health,point_of_interest,establishment",success
8885,NDS & MORE LLC,ChIJZfQtBZZ554gRxIECBwLxI0I,5,2,,(407) 291-8008,"general_contractor,point_of_interest,establishment",success
9643,Orlando Sports Medicine - Altamonte Springs,ChIJ4w_TCJNx54gR1galZmnPLAQ,5,163,https://www.orlandosportsmedicine.com/,(407) 332-7816,"physiotherapist,health,point_of_interest,establishment",success
8919,RAINBOW GROUP HOME INC,ChIJ01MTTcNId4IRM9sEdWUsZck,3.7,3,,(888) 243-4217,"point_of_interest,establishment",success
9304,"The Neuro Hub, LLC.",ChIJE3Vrls1z54gROIJbL2RnstE,4.9,25,http://theneurohub.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=10859946072003835562,(407) 900-1818,"point_of_interest,health,establishment",success
6085,"LEOTAUD JOAN W
BERYL'S PLACE, INC",,,,,,,not_found
6509,AMORE AT HOME LLC,,,,,,,not_found
9351,Apollo Beach Therapy Center,ChIJE8FlL3LZwogR2G2o_H7tpNE,5,9,https://www.apollobeachtherapycenter.com/,(813) 252-1608,"health,point_of_interest,establishment",success
10349,COASTAL CARE RESIDENCE LLC,ChIJ6zWe4g4Ww4gRSZeEikmHHGo,3.7,3,http://www.mycoastalcare.com/,(941) 365-5079,"hospital,health,point_of_interest,establishment",success
6234,LIGHT OF VISION CARE SERVICE LOV LLC,,,,,,,not_found
8692,"PERSON TO PERSON CARE CENTER, LLC",ChIJ6_EprkuxwogRNugYCZoTZIg,,,http://personcenteredcareeducation.com/,(813) 760-6063,"point_of_interest,establishment",success
9401,"Talk the Talk Pediatric Therapy, LLC",ChIJw9Xj5hZCdmcRx1PWWthOd_E,5,14,https://www.tttpediatrictherapy.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=12634038434977738604,(813) 445-3999,"health,point_of_interest,establishment",success
8463,A LOVING PLACE LLC,ChIJzbFIi2Fl54gR2qh7C22fKMo,5,3,,(954) 663-2760,"point_of_interest,health,establishment",success
6048,BLESSING HEART GROUP HOME LLC,ChIJ01MTTcNId4IRM9sEdWUsZck,3.7,3,,(888) 243-4217,"point_of_interest,establishment",success
6112,HELPING HANDS OF HANES CITY INC,ChIJFd5gis1y54gREqkcg5A3jOA,3,22,http://hhlawncare.org/,(352) 404-4601,"general_contractor,point_of_interest,establishment",success
9394,"SpeechBuilders, LLC",ChIJVVVVVQll54gRpuyUN46Sn0w,4.7,58,https://www.speechbuilders.org/,,"health,point_of_interest,establishment",success
8921,"SUNSHINE CARE SUPPORT SERVICES, INC",,,,,,,not_found
6080,SUPERPOWER INDEPENDENT LIVING INC,ChIJjzFForV354gRTnCqTkQI3yU,4.8,4,http://www.striveseniorliving.com/,(407) 745-5887,"health,point_of_interest,establishment",success
6127,"TEQUESTA DUKES
DEVOTED HOME CARE AND SUPPORT SERVICES",ChIJ51rzjcDDwogRtJrA39bloek,3.3,14,http://donnasdevotedcare.com/,(813) 915-5006,"health,point_of_interest,establishment",success
6282,ASSOCIATION FOR RETARDED CITIZENS,ChIJn5a60lSW3IgR8zDvAO07JyI,5,3,https://www.arcdesoto.org/,(863) 494-2328,"point_of_interest,establishment",success
9358,Bloom Behavioral Solutions,ChIJf1MPruNJ5IgRUDQyxrRZZys,4.5,24,https://www.jaxbloom.com/,(904) 647-1849,"health,point_of_interest,establishment",success
8738,DESIRABLE MEASURES LLC,ChIJlW9V8FNr3YgRidfoYq8Uht0,3.8,185,http://www.doctortodaytlc.com/,(863) 858-8000,"pharmacy,health,point_of_interest,store,establishment",success
6281,"RIDGE AREA ARC, INC.",ChIJbezeqOBV3IgR-ukUdN9z7hc,4,4,,(863) 452-1295,"school,point_of_interest,establishment",success
10161,Horizons Pediatric Center PPEC - B2,ChIJfd58_Kw53YgRELMxPBzeHX8,5,8,http://horizonspediatriccenter.com/,(863) 937-3934,"health,point_of_interest,establishment",success
9075,ENDLESS ABILITIES FOR CHILDREN WITH DISABILITIES,ChIJP6NSJb0X3YgRJHGAWAzrafo,,,https://www.ea4cd.org/contact,(863) 205-1624,"point_of_interest,establishment",success
6056,"JONATHAN TUMAN, DDS,PA",ChIJCfsHRpuy2YgREFUqt01lcYA,4.3,18,http://bayharborcompletedentistry.com/,(305) 865-7166,"dentist,point_of_interest,health,establishment",success
6331,LOVES RESTORATION CENTER LLC,ChIJA7ECpSbPwogRCjRva6SkOHI,5,5,http://loverestorationcc.org/,(813) 843-8754,"point_of_interest,establishment",success
6456,"THE ARC OF THE GLADES, INC.",ChIJZ_SmjP1Q2YgR6nP_IvRt4Kw,5,3,https://arcglades.org/,(561) 996-9583,"point_of_interest,establishment",success
8928,THIS IS YOUR HOME SERVICES LLC,ChIJAZZSO0Ry6IgRhmYbFhxfjoI,4,4,,(352) 302-4308,"general_contractor,point_of_interest,establishment",success
8786,A & K CARE TRANSPORTATION INC,ChIJXX4fvGx954gRaLBnX2j3Wdc,1,3,,,"point_of_interest,establishment",success
6088,ANGEL LIGHT CARE AND TRANSPORTATION,,,,,,,not_found
7177,AnneRose Therapy & Health Services LLC,ChIJ32FgEace2YgRt_TLwpxDd5Y,5,18,http://www.annerose-otcare.com/,(561) 409-4490,"physiotherapist,point_of_interest,health,establishment",success
9182,Blossom Speech & Language Therapy- Boca Raton,ChIJG-MI0w0F2YgRnCvz9NI5Kd8,5,82,http://blossomspeechlanguage.com/,(561) 270-4433,"health,point_of_interest,establishment",success
9380,Expressions 4 Kids,ChIJoabsWkPj2IgRC041-GL3RfM,5,109,https://www.expressions4kids.com/,(561) 571-5287,"point_of_interest,health,establishment",success
10167,"F.I.T. PT, Florida In-Home Therapy",ChIJe-sM_njf2IgR5quqS006h6Y,5,95,http://www.ksfitpt.com/,(561) 501-1983,"physiotherapist,health,point_of_interest,establishment",success
9652,FUNctional Pediatric Therapy,ChIJH82tGJAM6AYRAuPNpndODEk,5,19,https://funpt4kids.com/,(561) 206-4166,"physiotherapist,health,point_of_interest,establishment",success
9007,GLOBEX COMMUNITY DEVELOPMENT CENTER,ChIJr89qH_Th2IgR3rImlRnksHo,3.7,3,http://globexcommunity.com/,(561) 313-7113,"health,point_of_interest,establishment",success
6401,"HABILITATION CENTER FOR THE HANDICAPPED, INC.",ChIJU1rRvRMc2YgRGQlC1CzcIg0,4.6,52,https://habcenter.org/,(561) 483-4200,"point_of_interest,establishment",success
5886,JEWISH ASSN. FOR RESIDENTIAL CARE,ChIJi8HVFPwb2YgR0zGtKHpnMwo,4.4,33,http://www.jarcfl.org/,(561) 558-2550,"point_of_interest,establishment",success
6174,"LUCIENNE HOME CARE, INC
NA",ChIJq6r6lwPi2IgRtUG6GdLFvw0,1,1,https://lchealthcenter.com/,(954) 635-5156,"health,point_of_interest,establishment",success
9305,Pathways to Progress Therapy Services,ChIJE7uE-gvi2IgREBbSdg74MD4,5,3,https://pathwaystoprogresstherapy.com/contact-us,(561) 523-3211,"health,point_of_interest,establishment",success
9200,"Pediatric Sunshine Therapy, LLC",ChIJ8xtgioQZ2YgR0rVWM3GLim4,5,41,http://pediatricsunshinetherapy.com/,(954) 608-0073,"health,point_of_interest,establishment",success
10003,Progressive Pediatric Therapy - Boca Office,ChIJTSk6THYe2YgRxxWqc71eBM0,4.8,180,http://ppt4kids.com/,(561) 376-2573,"physiotherapist,point_of_interest,health,establishment",success
9243,Provita Speech Therapy Boca Raton,ChIJ37p63B4f2YgRGQYrIWTbR5k,4.9,177,https://www.provitaspeech.com/,(954) 666-2942,"health,point_of_interest,establishment",success
9315,"Sunshine Therapy Partners, PLLC",ChIJ1cn3PTEd2YgRdEuiFBTXuow,5,12,http://www.mysunshinetherapy.com/,(305) 336-5381,"health,point_of_interest,establishment",success
9347,The Pediatric Feeding Institute of South Florida,ChIJvTuu4igd2YgRwkIngwD03iQ,5,57,https://pediatricfeedinginstitutefl.com/,(561) 571-7557,"health,point_of_interest,establishment",success
6404,"TRI-COUNTY HOMECARE OF FLORIDA, INC",ChIJ52JSKXjh2IgR9wbaz7DgEjE,5,1,https://www.tricountyhomecareflorida.com/,(561) 922-9178,"health,point_of_interest,establishment",success
6132,"TUTTS PLACE, INC.",ChIJE-0yyB0f2YgR0lDVtrvRp_0,,,http://www.tuttopiccolo.shop/,(305) 833-6971,"point_of_interest,clothing_store,store,establishment",success
9755,Pelletier Rickert Physical Therapy - Bokeelia,ChIJuQ8LLGNJ24gRLK_ndU_dnG0,5,2,https://pelletier-rickertphysicaltherapy.com/,(239) 283-1716,"physiotherapist,point_of_interest,health,establishment",success
6015,TRI COUNTY COMM COUN INC,ChIJzZhXFGSrk4gRHyuZKliwfiQ,4.4,5,http://www.tricountycommunitycouncil.com/,(850) 547-3689,"point_of_interest,establishment",success
6358,ABLE TO DREAM INC,ChIJ1T9d_NrZ2IgRnYYFGsaXZGY,5,3,https://www.abletodream.com/,(954) 205-7391,"point_of_interest,establishment",success
9009,ADDERLY JR JAMIE E,,,,,,,not_found
8329,Children's Services Council of Palm Beach County,ChIJt2wOc8nY2IgRVaztnPfmYQA,4.5,43,https://www.cscpbc.org/,(561) 740-7000,"point_of_interest,establishment",success
9658,Elite Therapy Institute,ChIJBxnWAEcn2YgRQbQcC4TqvR4,5,121,https://www.elitetherapyinstitute.com/,(561) 731-5999,"physiotherapist,health,point_of_interest,establishment",success
10169,Florida Movement Therapy Centers,ChIJAx3kmwMh2YgRg9IDGK9AeJs,4.9,149,https://flmtc.com/boynton-beach-therapy/,(561) 733-5083,"health,point_of_interest,establishment",success
7158,Measuring Minds,ChIJ___T8f8j2YgRCHRWphOqi98,5,79,https://www.measuringminds.org/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(561) 291-8898,"point_of_interest,health,establishment",success
9003,MEHONACARE LLC,ChIJlWbLnATZ2IgRTGp7UzCaRzo,5,6,https://mehonacare.godaddysites.com/,(561) 215-3468,"health,point_of_interest,establishment",success
9328,Project Speech,ChIJO13idWTf2IgR_ro89dEA--s,4.7,38,https://www.projectspeechtherapy.com/,(561) 631-7723,"health,point_of_interest,establishment",success
8336,Reflections Creative Therapies Group,ChIJI61U2H4f2YgRM_kr8093dTM,4.8,34,https://reflectionscreativetherapies.com/,(561) 810-6631,"health,point_of_interest,establishment",success
9221,Speech Language & More - Boynton Beach,ChIJy0oTyXoh2YgRINtTd-d6Rv4,5,11,http://www.slmspeech.com/,(561) 200-4343,"health,point_of_interest,establishment",success
6026,"THE VINGLO HOUSE, LLC",ChIJCctiJfDZ2IgRV-iVLmkvi44,5,1,,(954) 727-6921,"point_of_interest,health,establishment",success
9379,Therapeutic Treehouse,ChIJbYp9BqdoRGURJQINkoaCIyo,5,12,http://therapeutictreehouse.com/,(561) 223-1650,"health,point_of_interest,establishment",success
8753,AROUND THE WAY LLC,ChIJ-cqyeDo9w4gRUdPCbxvdMD8,5,2,http://atwtransportation.com/,(941) 264-7869,"point_of_interest,establishment",success
6307,ASPIRING ABILITIES LLC,ChIJXbMQRbAXw4gRaq5hrqmhUiA,5,2,http://lifeskills-institute.com/,(941) 355-9657,"health,point_of_interest,establishment",success
8761,B-WORLD QUALITY CARE CORP.,ChIJQbGSKqkXw4gR6NpocOe1dBY,,,https://www.abs.care/,(941) 906-1881,"health,point_of_interest,establishment",success
9799,"Children's Therapy Associates, Inc.",ChIJZRzSsS48w4gRgT01vFeSjuQ,5,1,http://ctaflorida.com/,(941) 756-1003,"physiotherapist,point_of_interest,health,establishment",success
6300,"EMPOWERED ABILITIES HEALTHCARE SOLUTIONS, LLC",ChIJ-zRf14k7w4gRMGjkxMiJNfk,5,2,https://ampoweredmobility.com/,(941) 201-5915,"health,point_of_interest,establishment",success
8768,MANATEE ASSISTED LIVING FACILIY,ChIJzXlvoMIXw4gRMd8zxBPpeKs,4.1,14,https://mralwecare.com/,(941) 721-0426,"health,point_of_interest,establishment",success
6308,SIDE BY SIDE WORKING TOGETHER,ChIJwZmbdHQWw4gRUf6Q0fZXqxg,4.8,99,https://www.mybayside.church/campuses/bayshore-gardens,(941) 755-8600,"church,place_of_worship,point_of_interest,establishment",success
6025,"WESTSIDE GROUP HOME, INC",ChIJt7bmn80Xw4gRIh_x48ffsBk,4.8,8,https://hope4c.us/,(941) 544-4850,"point_of_interest,establishment",success
8669,"AVA CARES, LLC
AVA CARES GROUP HOME",ChIJFWpFt5rNwogRFp5jMhiScAU,4.8,4,,(813) 300-6177,"point_of_interest,health,establishment",success
5811,"BAY AREA DIRECT CLIENT CARE LLC
DESHAE MARTIN",ChIJ__-bjaAnw4gRH0uDc7vMgfM,5,13,https://www.bayareadirectclientcare.com/developmental-disability-care-contact-us,(813) 679-5122,"health,point_of_interest,establishment",success
6253,"BRANDON SPORTS AND AQUATICS CENTER, INC.
HIGH 5, INC.",ChIJBfw1OrDNwogRWnRdTNc-fb4,4.3,187,http://www.high5inc.org/,(813) 689-0908,"school,point_of_interest,establishment",success
8696,CELESTAL CARE LLC,ChIJY3r8bkVx54gRekLaeKUNyy4,4.1,13,http://celestialhhcare.com/,(407) 951-6096,"health,point_of_interest,establishment",success
10071,HealthPro Pediatrics Brandon,ChIJ70GoCcXNwogRzREBxwhp500,3.7,97,https://healthpropediatrics.com/brandon-fl/,(813) 653-1149,"health,point_of_interest,establishment",success
6254,"IMPACT'S TRANSITIONAL LIFE-SKILL CENTER, INC.",ChIJe5gg2b7NwogRha84usW8xGA,5,2,https://impactstlc.org/?page_id=398,(813) 693-5101,"point_of_interest,establishment",success
6237,"K2 ESCAPE, INC.",ChIJfXRqKvbTwogRNWZbrmdLhr4,5,6,https://k2escape.org/,(813) 409-2849,"point_of_interest,establishment",success
6099,"LIFELONG LEARNERS ACADEMY LLC
YOLANDE S. COLLMAN",ChIJXTuknQnSwogRRIvKN63vPpQ,,,,(888) 328-3883,"school,point_of_interest,establishment",success
8695,"NEW HORIZONS GROUP HOMES, INC.
NEW HORIZONS GROUP HOME",ChIJcXFUkTTMwogRcs48jU47tcc,4.5,8,http://www.newhorizonshomes.org/,(813) 571-2690,"point_of_interest,establishment",success
10413,"Occupational Therapy at Johns Hopkins All Children's Outpatient Care, Brandon",ChIJ1dyBkpbNwogRmtl0OVrm_dc,,,https://www.hopkinsmedicine.org/all-childrens-hospital/services/rehabilitation/occupational-therapy,(727) 767-7272,"health,point_of_interest,establishment",success
6467,PARAGON CARE INC,ChIJp5hiEGfNwogRu2YYUKdBzoQ,5,2,,(813) 482-4634,"point_of_interest,establishment",success
10072,Pediatric Therapy Services - Brandon,ChIJZxRelrTNwogRfbIQP7z0kpo,3.5,39,http://ptsbeyourbest.com/,(813) 662-1060,"physiotherapist,health,point_of_interest,establishment",success
6176,"RNJ HOME HEALTH SERVICES, INC",ChIJWQ3TGcbBwogRfWws7sMrA0w,5,2,,(813) 381-0465,"health,point_of_interest,establishment",success
10209,Skill Point Therapy - Brandon,ChIJD5gtK5XPwogRBhpP5gQxO8Y,5,6,https://www.skillpointtherapy.com/,(813) 491-8300,"health,point_of_interest,establishment",success
8681,THE JOHNSON HOUSE INC,ChIJQdoCmxTNwogRflTqqg9We7w,4,4,https://www.refugeseniorliving.com/,,"health,point_of_interest,establishment",success
8933,LEVY CNTY BOARD OF CNTY COMMISSIONE,ChIJUVaXMs3t6IgR39SjggbN9aY,2.3,6,http://www.levycounty.org/,(352) 486-5218,"local_government_office,point_of_interest,establishment",success
6385,"WILSON SHERI L
HOME ACCESSIBILITY CONSULTING LLC",ChIJF1WVU4sV6IgRkc21KB-9u20,5,1,https://accessibilityservices.com/,(800) 933-8400,"point_of_interest,establishment",success
6142,"ABA Kids Connection, Inc - Brooksville",ChIJWwrYYJEb6IgRsl2aa4ACYvY,,,https://abakidsconnection.com/,(352) 737-1183,"health,point_of_interest,establishment",success
10033,PT Solutions of Brooksville,ChIJpTxFiLAc6IgRPyKwBqe-N2E,4.9,145,https://ptsolutions.com/find-a-clinic/fl/brooksville/brooksville/?utm_source=google&utm_medium=organic&utm_campaign=GMB-PT-Solutions-Brooksville&utm_content=listing,(352) 754-4500,"physiotherapist,health,point_of_interest,establishment",success
8091,Select Physical Therapy - Weeki Wachee,ChIJx9nqGhcf6IgRVVR_-_ttIUk,5,115,https://www.selectphysicaltherapy.com/contact/find-a-location/fl/weeki-wachee/weeki-wachee/?ty=xt,(352) 596-8760,"doctor,health,point_of_interest,establishment",success
9397,Superior Therapy Services Inc,ChIJWfAErakE6IgR9yoaZmN2_fc,4.1,15,http://www.superiortherapyservices.com/,(352) 796-0069,"point_of_interest,health,establishment",success
9477,Westshore Physical Therapy aka. Ewing and Thomas,ChIJd7almSsf6IgRDIp9BNnlSbc,4.9,28,https://westshorept.com/,(352) 340-5935,"health,point_of_interest,establishment",success
10032,PT Solutions of Bushnell,ChIJsybswYTk54gR-AUYAN74A3o,4.8,86,https://ptsolutions.com/find-a-clinic/fl/bushnell/bushnell/?utm_source=google&utm_medium=organic&utm_campaign=GMB-PT-Solutions-Bushnell&utm_content=listing,(352) 569-0004,"physiotherapist,health,point_of_interest,establishment",success
6949,Cocoa Beach Child Psychology,ChIJk9uZSmcd3ogR2aOQ15o8u-w,5,10,http://www.cocoabeachpsychology.com/,(321) 282-1475,"health,point_of_interest,establishment",success
9774,"Active Med Pros - Dr Justin Dempsey, DC",ChIJnWOHz9U524gRDUl2GW5M6mg,4.9,83,https://www.activemedpros.com/,(239) 458-5747,"doctor,health,point_of_interest,establishment",success
8565,ActiveLife Family Chiropractic,ChIJyWQiJ1o_24gR60iICBoeF3k,4.9,215,http://www.activelifefamilychiro.com/,(239) 540-5433,"health,point_of_interest,establishment",success
10008,Advanced Physical Therapy & Rehabilitation,ChIJOzKIhjdB24gRzIv4O59PMYs,4.9,303,https://www.yourbesttherapy.com/,(239) 772-2363,"physiotherapist,point_of_interest,health,establishment",success
6053,"ADVANTAGE SERVICES GROUP, INC",ChIJl242s5ZG24gR1qRoj6_w0s8,5,1,https://www.powerservicesgroup.com/,(800) 226-7557,"point_of_interest,establishment",success
9756,Allied Physical Therapy Wellness Community - 1469 Sw 4th Ter,ChIJHT68njdB24gRloQDoYO_Yck,4.9,226,http://alliedpt.com/,(239) 242-0070,"point_of_interest,health,establishment",success
9445,Apex Physical Therapy - Cape Coral,ChIJgfzVIF5G24gRCF5n8_-iOGc,4.9,454,https://apexptflorida.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-listing,(239) 573-8658,"physiotherapist,point_of_interest,health,establishment",success
8575,Athletic Recovery Services,ChIJk4nTkDNB24gRBHfGXBIJLlI,5,46,https://www.athleticrecoveryservices.com/,(239) 424-5111,"spa,health,point_of_interest,establishment",success
6345,"C&L,A SUPPORT SERVICE INC.",ChIJi-_S33FvWIgR-g4poPYU9V0,4.8,399,http://www.clserviceshvac.com/,(864) 964-0565,"general_contractor,point_of_interest,establishment",success
9712,Car Accident Doctor Cape Coral Alpha Medicine & Rehab,ChIJx0Xp3IFB24gR0VEJ8LZIxuY,4.7,60,https://www.alphamedicinerehab.com/cape-coral,(877) 219-2088,"doctor,health,point_of_interest,establishment",success
6102,"CARING FAMILY GROUP HOME, LLC",ChIJ19_0ufRF24gRV_BP3FrymQQ,5,3,,(239) 233-2171,"point_of_interest,establishment",success
10404,Centro Medico LLC,ChIJE-GMMulB24gRBHt0Q49HNIU,5,18,https://www.centromedicofl.com/,(239) 257-1167,"health,point_of_interest,establishment",success
8525,Chippendale Audiology,ChIJExj2lkdB24gR3E4mWtnQ_HA,4.9,355,https://www.chippendaleaudiology.com/,(239) 230-3799,"store,point_of_interest,doctor,health,establishment",success
6346,CITY OF CAPE CORAL,ChIJ9RaA56dE24gR8m-bOhak0a8,,,http://www.capecoral.net/,,"locality,political",success
9980,CORA Physical Therapy Cape Coral,ChIJ32e21oVH24gRLjdCaMyXIPI,4.8,71,https://www.coraphysicaltherapy.com/location/cape-coral-florida/,(239) 214-8760,"point_of_interest,health,establishment",success
8526,Del Prado Medical Center,ChIJ3153GqhA24gRR3QVwnNnlSM,4.5,343,https://www.delpradomedicalcenter.com/,(239) 772-1194,"hospital,health,point_of_interest,establishment",success
6794,Dove Behavioral Health LLC,ChIJqTgl0GFD24gRldsawf4ravg,4.9,169,https://www.dovebehavioralhealth.com/,(239) 445-3683,"health,point_of_interest,establishment",success
6791,"Dr. Jennifer Brandon, Chiropractor",ChIJ_wyjHJpH24gR3-udplnNGFU,5,18,https://www.drjenniferbrandon.com/,(239) 329-8987,"health,point_of_interest,establishment",success
9788,Dr. Patrick Bartholomew: Family Foot & Leg Center - Cape Coral,ChIJ54WurEdB24gRjl0ULUBi0Es,4.9,144,https://www.naplespodiatrist.com/cape-coral/,(239) 430-3668,"doctor,health,point_of_interest,establishment",success
8894,"ELSYOFF CARE CENTER LLC
ELSYOFF CARE CENTER",ChIJ98C_cy9F24gRhin73JgxnRM,5,1,,(239) 312-8316,"point_of_interest,establishment",success
10311,Encompass Health Rehabilitation Hospital of Cape Coral - 1730 Ne Pine Island Rd,ChIJI0i5atRD24gR3MkAQUsBSYw,4.7,115,https://www.encompasshealth.com/locations/cape-coral-rehab?utm_source=google&utm_medium=organic&utm_campaign=gbp,,"hospital,physiotherapist,point_of_interest,health,establishment",success
8591,Experience Health & Wellness Center,ChIJabekkcVH24gRINiUaMw4_fE,4.9,673,https://www.efchealth.com/,(239) 205-3700,"health,point_of_interest,establishment",success
5783,Foot and Ankle Center,ChIJ_27vQCZB24gRelsa5ZHhpG8,4.9,661,http://www.ccfootdr.com/,(239) 573-9200,"doctor,health,point_of_interest,establishment",success
7036,Forge Wellness,ChIJqU2GlCNH24gRIt_dpQ3Z_1Q,5,43,https://forge-wellness.com/,(781) 413-7169,"spa,store,point_of_interest,establishment",success
10393,"FOUR CENTERS FOR WELLNESS, INC",ChIJ0YZVcN0_24gRt1rnxtojVZQ,4,21,,(239) 540-1311,"spa,health,point_of_interest,store,establishment",success
8455,Golden Phoenix Mental Health | Cape Coral,ChIJ7QKatLVB24gRGET7IAofzmk,5,2,https://goldenphoenixmh.com/,(786) 353-2324,"health,point_of_interest,establishment",success
6405,GRACE IN MOTION LLC,,,,,,,not_found
9757,Integrated Therapy Practice - Cape Coral,ChIJmXRcDZ5H24gRkjZ9mxulX3w,5,34,https://www.integratedtherapypractice.com/,(239) 257-1431,"physiotherapist,health,point_of_interest,establishment",success
7952,Island Coast Pediatrics,ChIJySlwjkdB24gRDM4qPUGKw4U,3.7,113,https://www.icpeds.com/Contact-Us/Locations/Cape-Coral-Office,(239) 768-2111,"hospital,doctor,health,point_of_interest,establishment",success
9446,Jaffe Sports Medicine,ChIJB4Byb0ZB24gRUytqfs-5eC8,4.7,180,http://jaffesportsmedicine.com/locations/cape-coral/?utm_source=GMBSocialClimb&utm_medium=JaffeSportsMedicine,(239) 703-7096,"physiotherapist,doctor,health,point_of_interest,establishment",success
8605,Mama's Chiropractic Cape Coral a PalmerCare Clinic,ChIJ1Rmpb1pH24gRrI1Dv42pwyw,4.9,71,http://www.mamaschiropractic.com/?utm_campaign=gmb,(239) 688-2371,"health,point_of_interest,establishment",success
9798,Millennium Physician Group - Cape Coral Physical Therapy,ChIJW0y_uRlB24gRKv6wIuJogkg,4.7,48,https://millenniumphysician.com/location/cape-coral-physical-therapy/,(239) 242-6716,"health,point_of_interest,establishment",success
10359,Multi-Care Medical - Cape Coral,ChIJ295YkKQ524gRo5BIS9u68DY,5,28,https://www.multicaremedicalcenters.com/location/cape-coral-fl?utm_source=google&utm_medium=gmb&location=cape-coral,(239) 842-9560,"doctor,health,point_of_interest,establishment",success
10324,Navigate Home Health Care,,,,,,,not_found
